INSERT INTO `dictionary` VALUES (117219, 'محامت', 'muhammet', '2023-10-03 21:17:58', '2023-10-03 21:17:58');
INSERT INTO `dictionary` VALUES (138239, 'ایحا', 'iha', '2023-10-04 11:07:18', '2023-10-04 11:07:18');
INSERT INTO `dictionary` VALUES (138240, 'ایذا', 'iza', '2023-10-04 11:07:19', '2023-10-04 11:07:19');
INSERT INTO `dictionary` VALUES (138241, 'ایركج', 'irkec', '2023-10-04 11:07:19', '2023-10-04 11:07:19');
INSERT INTO `dictionary` VALUES (138242, 'ایركمك - ایركمیك', 'irkmek', '2023-10-04 11:07:20', '2023-10-04 11:07:20');
INSERT INTO `dictionary` VALUES (138243, 'ایرڭ', 'irin', '2023-10-04 11:07:21', '2023-10-04 11:07:21');
INSERT INTO `dictionary` VALUES (138244, 'ایسپانیول آتلیسی', 'ispanyol atlası', '2023-10-04 11:07:21', '2023-10-04 11:07:21');
INSERT INTO `dictionary` VALUES (138245, 'ایلتمك - ایله‌تمك', 'iletmek', '2023-10-04 11:07:22', '2023-10-04 11:07:22');
INSERT INTO `dictionary` VALUES (138246, 'ایلخان - ایلخانی', 'ilhan', '2023-10-04 11:07:22', '2023-10-04 11:07:22');
INSERT INTO `dictionary` VALUES (138247, 'ایلرو - ایلری', 'ileri', '2023-10-04 11:07:23', '2023-10-04 11:07:23');
INSERT INTO `dictionary` VALUES (138248, 'ایلمك - ایلمه‌ك', 'ilmek', '2023-10-04 11:07:23', '2023-10-04 11:07:23');
INSERT INTO `dictionary` VALUES (138249, 'ایمپه‌راطور', 'imparator', '2023-10-04 11:07:24', '2023-10-04 11:07:24');
INSERT INTO `dictionary` VALUES (138250, 'ایمزغانمق', 'imzganmak', '2023-10-04 11:07:24', '2023-10-04 11:07:24');
INSERT INTO `dictionary` VALUES (138251, 'اینجیر - انجر', 'incir', '2023-10-04 11:07:25', '2023-10-04 11:07:25');
INSERT INTO `dictionary` VALUES (138252, 'اینچقریق', 'inçkırmak', '2023-10-04 11:07:26', '2023-10-04 11:07:26');
INSERT INTO `dictionary` VALUES (138253, 'اینیش - انیش', 'iniş', '2023-10-04 11:07:26', '2023-10-04 11:07:26');
INSERT INTO `dictionary` VALUES (138254, 'اینیك - انیك', 'inik', '2023-10-04 11:07:27', '2023-10-04 11:07:27');
INSERT INTO `dictionary` VALUES (138255, 'ایه - روغلیف', 'iye roglif', '2023-10-04 11:07:28', '2023-10-04 11:07:28');
INSERT INTO `dictionary` VALUES (138256, 'اوبا - اوبه', 'oba', '2023-10-04 11:07:28', '2023-10-04 11:07:28');
INSERT INTO `dictionary` VALUES (138257, 'اوبوس', 'übüs', '2023-10-04 11:07:29', '2023-10-04 11:07:29');
INSERT INTO `dictionary` VALUES (138258, 'اوت - اود', 'ot', '2023-10-04 11:07:29', '2023-10-04 11:07:29');
INSERT INTO `dictionary` VALUES (138259, 'اوتاق - اوتاغ', 'otak', '2023-10-04 11:07:30', '2023-10-04 11:07:30');
INSERT INTO `dictionary` VALUES (138260, 'اوجاق', 'uçak', '2023-10-04 11:07:30', '2023-10-04 11:07:30');
INSERT INTO `dictionary` VALUES (138261, 'اورانغ - غوتانغ', 'orangutan', '2023-10-04 11:07:31', '2023-10-04 11:07:31');
INSERT INTO `dictionary` VALUES (138262, 'اودون - اوطون', 'odun', '2023-10-04 11:07:32', '2023-10-04 11:07:32');
INSERT INTO `dictionary` VALUES (138263, 'اورتانس', 'ortans', '2023-10-04 11:07:32', '2023-10-04 11:07:32');
INSERT INTO `dictionary` VALUES (138264, 'اوردو - اردو', 'ordu', '2023-10-04 11:07:33', '2023-10-04 11:07:33');
INSERT INTO `dictionary` VALUES (138265, 'اور - نه‌مان', 'orneman', '2023-10-04 11:07:33', '2023-10-04 11:07:33');
INSERT INTO `dictionary` VALUES (138266, 'اورونچ', 'orunç', '2023-10-04 11:07:34', '2023-10-04 11:07:34');
INSERT INTO `dictionary` VALUES (138267, 'اوس - ترالیا', 'os trilya', '2023-10-04 11:07:35', '2023-10-04 11:07:35');
INSERT INTO `dictionary` VALUES (138268, 'اوصورغان بوجكی', 'osurgan böceği', '2023-10-04 11:07:35', '2023-10-04 11:07:35');
INSERT INTO `dictionary` VALUES (138269, 'اوصورمق', 'osurmak', '2023-10-04 11:07:36', '2023-10-04 11:07:36');
INSERT INTO `dictionary` VALUES (138270, 'اوصوروق', 'osuruk', '2023-10-04 11:07:36', '2023-10-04 11:07:36');
INSERT INTO `dictionary` VALUES (138271, 'اوطه‌لق', 'odalık', '2023-10-04 11:07:37', '2023-10-04 11:07:37');
INSERT INTO `dictionary` VALUES (138272, 'اوغل - اوغول', 'oğul', '2023-10-04 11:07:38', '2023-10-04 11:07:38');
INSERT INTO `dictionary` VALUES (138273, 'اوغوشدیرمق', 'ovuşturmak', '2023-10-04 11:07:38', '2023-10-04 11:07:38');
INSERT INTO `dictionary` VALUES (138274, 'اوغونمق', 'oğundurmak', '2023-10-04 11:07:39', '2023-10-04 11:07:39');
INSERT INTO `dictionary` VALUES (138275, 'اوف', 'of', '2023-10-04 11:07:40', '2023-10-04 11:07:40');
INSERT INTO `dictionary` VALUES (138276, 'اوقانوسیه', 'okyanusya', '2023-10-04 11:07:40', '2023-10-04 11:07:40');
INSERT INTO `dictionary` VALUES (138277, 'اولتا - وولتا', 'olta', '2023-10-04 11:07:41', '2023-10-04 11:07:41');
INSERT INTO `dictionary` VALUES (138278, 'اویمق', 'uymak', '2023-10-04 11:07:41', '2023-10-04 11:07:41');
INSERT INTO `dictionary` VALUES (138279, 'اویناق', 'oynak', '2023-10-04 11:07:42', '2023-10-04 11:07:42');
INSERT INTO `dictionary` VALUES (138280, 'اویون كاغدی', 'oyun kağıdı', '2023-10-04 11:07:43', '2023-10-04 11:07:43');
INSERT INTO `dictionary` VALUES (138281, 'اوتانغاچ', 'utangaç', '2023-10-04 11:07:43', '2023-10-04 11:07:43');
INSERT INTO `dictionary` VALUES (138282, 'اوچوز', 'uçuz', '2023-10-04 11:07:44', '2023-10-04 11:07:44');
INSERT INTO `dictionary` VALUES (138283, 'اوص', 'os', '2023-10-04 11:07:44', '2023-10-04 11:07:44');
INSERT INTO `dictionary` VALUES (138284, 'اوكمق', 'onmak', '2023-10-04 11:07:45', '2023-10-04 11:07:45');
INSERT INTO `dictionary` VALUES (138285, 'اوما اوماجی', 'umacı', '2023-10-04 11:07:46', '2023-10-04 11:07:46');
INSERT INTO `dictionary` VALUES (138286, 'اوممق- اوممه', 'ummak', '2023-10-04 11:07:46', '2023-10-04 11:07:46');
INSERT INTO `dictionary` VALUES (138287, 'اویغور الفباسی', 'uygar', '2023-10-04 11:07:47', '2023-10-04 11:07:47');
INSERT INTO `dictionary` VALUES (138288, 'اویوز', 'uyuz', '2023-10-04 11:07:47', '2023-10-04 11:07:47');
INSERT INTO `dictionary` VALUES (138289, 'اویوشیق', 'uyuşuk', '2023-10-04 11:07:48', '2023-10-04 11:07:48');
INSERT INTO `dictionary` VALUES (138290, 'اوبك - اوبه‌ك', 'öbek', '2023-10-04 11:07:49', '2023-10-04 11:07:49');
INSERT INTO `dictionary` VALUES (138291, 'اوتله‌گن', 'ötleğen', '2023-10-04 11:07:50', '2023-10-04 11:07:50');
INSERT INTO `dictionary` VALUES (138292, 'اودآغاجی', 'öd ağacı', '2023-10-04 11:07:50', '2023-10-04 11:07:50');
INSERT INTO `dictionary` VALUES (138293, 'اورگوج', 'örgüç', '2023-10-04 11:07:51', '2023-10-04 11:07:51');
INSERT INTO `dictionary` VALUES (138294, 'اوگدول', 'öğdül', '2023-10-04 11:07:51', '2023-10-04 11:07:51');
INSERT INTO `dictionary` VALUES (138295, 'اوگگن - اویگن', 'öygen', '2023-10-04 11:07:52', '2023-10-04 11:07:52');
INSERT INTO `dictionary` VALUES (138296, 'اوگونمك', 'öğünmek', '2023-10-04 11:07:53', '2023-10-04 11:07:53');
INSERT INTO `dictionary` VALUES (138297, 'اوستوبی', 'üstübi', '2023-10-04 11:07:53', '2023-10-04 11:07:53');
INSERT INTO `dictionary` VALUES (138298, 'اوسكوفی', 'üsküfi', '2023-10-04 11:07:54', '2023-10-04 11:07:54');
INSERT INTO `dictionary` VALUES (138299, 'اوشیمك', 'üşümek', '2023-10-04 11:07:54', '2023-10-04 11:07:54');
INSERT INTO `dictionary` VALUES (138300, 'اوفته‌ری', 'üfteri', '2023-10-04 11:07:55', '2023-10-04 11:07:55');
INSERT INTO `dictionary` VALUES (138301, 'اون - اوڭ', 'ün', '2023-10-04 11:07:55', '2023-10-04 11:07:55');
INSERT INTO `dictionary` VALUES (138302, 'اووه‌لك', 'üvelik', '2023-10-04 11:07:56', '2023-10-04 11:07:56');
INSERT INTO `dictionary` VALUES (138303, 'استاد - اوستاد', 'üstad', '2023-10-04 11:07:56', '2023-10-04 11:07:56');
INSERT INTO `dictionary` VALUES (138304, 'استخوان ربا', 'üsthavan ruba', '2023-10-04 11:07:57', '2023-10-04 11:07:57');
INSERT INTO `dictionary` VALUES (138305, 'اسلوب حكیم', 'üslüb hakim', '2023-10-04 11:07:57', '2023-10-04 11:07:57');
INSERT INTO `dictionary` VALUES (138306, 'اغلوطات', 'üğlutat', '2023-10-04 11:07:58', '2023-10-04 11:07:58');
INSERT INTO `dictionary` VALUES (138307, 'ام - امه', 'üm', '2023-10-04 11:07:58', '2023-10-04 11:07:58');
INSERT INTO `dictionary` VALUES (138308, 'انوف', 'ünüf', '2023-10-04 11:07:59', '2023-10-04 11:07:59');
INSERT INTO `dictionary` VALUES (138309, 'اولو الالباب', 'ülül elbab', '2023-10-04 11:08:00', '2023-10-04 11:08:00');
INSERT INTO `dictionary` VALUES (138310, 'اولوالامر', 'ülül emr', '2023-10-04 11:08:00', '2023-10-04 11:08:00');
INSERT INTO `dictionary` VALUES (138311, 'اونیفورما', 'üniforma', '2023-10-04 11:08:01', '2023-10-04 11:08:01');
INSERT INTO `dictionary` VALUES (138312, 'بادام - بادم', 'badam', '2023-10-04 11:08:01', '2023-10-04 11:08:01');
INSERT INTO `dictionary` VALUES (138313, 'بادآور', 'bad\'aver', '2023-10-04 11:08:02', '2023-10-04 11:08:02');
INSERT INTO `dictionary` VALUES (138314, 'باد بدست', 'bad bedest', '2023-10-04 11:08:02', '2023-10-04 11:08:02');
INSERT INTO `dictionary` VALUES (138315, 'باراته - باراطه', 'barata', '2023-10-04 11:08:03', '2023-10-04 11:08:03');
INSERT INTO `dictionary` VALUES (138316, 'بارش - باریش', 'barış', '2023-10-04 11:08:04', '2023-10-04 11:08:04');
INSERT INTO `dictionary` VALUES (138317, 'بارگاه - بارگه', 'bargah', '2023-10-04 11:08:04', '2023-10-04 11:08:04');
INSERT INTO `dictionary` VALUES (138318, 'بازارگونی', 'pazar günü', '2023-10-04 11:08:05', '2023-10-04 11:08:05');
INSERT INTO `dictionary` VALUES (138319, 'بازه‌ن', 'bazen', '2023-10-04 11:08:06', '2023-10-04 11:08:06');
INSERT INTO `dictionary` VALUES (138320, 'بازیگر', 'baziger', '2023-10-04 11:08:06', '2023-10-04 11:08:06');
INSERT INTO `dictionary` VALUES (138321, 'باشاق', 'başak', '2023-10-04 11:08:07', '2023-10-04 11:08:07');
INSERT INTO `dictionary` VALUES (138322, 'باش بوغ', 'başbu\'', '2023-10-04 11:08:07', '2023-10-04 11:08:07');
INSERT INTO `dictionary` VALUES (138323, 'باشماق - باشمق', 'başmak', '2023-10-04 11:08:08', '2023-10-04 11:08:08');
INSERT INTO `dictionary` VALUES (138324, 'باغه - بغا', 'bağa', '2023-10-04 11:08:09', '2023-10-04 11:08:09');
INSERT INTO `dictionary` VALUES (138325, 'باقلوا - بقلوا', 'baklava', '2023-10-04 11:08:09', '2023-10-04 11:08:09');
INSERT INTO `dictionary` VALUES (138326, 'بالصره - بال صره', 'balsıra', '2023-10-04 11:08:10', '2023-10-04 11:08:10');
INSERT INTO `dictionary` VALUES (138327, 'بالقجین', 'balıkçın', '2023-10-04 11:08:10', '2023-10-04 11:08:10');
INSERT INTO `dictionary` VALUES (138328, 'بامگاه - بامگه', 'bamgah', '2023-10-04 11:08:15', '2023-10-04 11:08:15');
INSERT INTO `dictionary` VALUES (138329, 'بانده - باندو', 'bando', '2023-10-04 11:08:16', '2023-10-04 11:08:16');
INSERT INTO `dictionary` VALUES (138330, 'باندیره', 'bandire', '2023-10-04 11:08:17', '2023-10-04 11:08:17');
INSERT INTO `dictionary` VALUES (138331, 'بانقر بانقر', 'bangır bangır', '2023-10-04 11:08:18', '2023-10-04 11:08:18');
INSERT INTO `dictionary` VALUES (138332, 'بانق نوط', 'banknot', '2023-10-04 11:08:18', '2023-10-04 11:08:18');
INSERT INTO `dictionary` VALUES (138333, 'بایسته', 'bayiste', '2023-10-04 11:08:19', '2023-10-04 11:08:19');
INSERT INTO `dictionary` VALUES (138334, 'بایع', 'bayia', '2023-10-04 11:08:19', '2023-10-04 11:08:19');
INSERT INTO `dictionary` VALUES (138335, 'بدایع', 'bedayia', '2023-10-04 11:08:20', '2023-10-04 11:08:20');
INSERT INTO `dictionary` VALUES (138336, 'بذله‌گو', 'bezlegü', '2023-10-04 11:08:21', '2023-10-04 11:08:21');
INSERT INTO `dictionary` VALUES (138337, 'برپا - برپای', 'berpa', '2023-10-04 11:08:22', '2023-10-04 11:08:22');
INSERT INTO `dictionary` VALUES (138338, 'برجیده', '', '2023-10-04 11:08:22', '2023-10-04 11:08:22');
INSERT INTO `dictionary` VALUES (138339, 'برغوسیه', 'bergosya', '2023-10-04 11:08:23', '2023-10-04 11:08:23');
INSERT INTO `dictionary` VALUES (138340, 'بركیتمك', 'birkitmek', '2023-10-04 11:08:23', '2023-10-04 11:08:23');
INSERT INTO `dictionary` VALUES (138341, 'برگذار', 'bergüzar', '2023-10-04 11:08:24', '2023-10-04 11:08:24');
INSERT INTO `dictionary` VALUES (138342, 'برگزیده', 'bergüzide', '2023-10-04 11:08:25', '2023-10-04 11:08:25');
INSERT INTO `dictionary` VALUES (138343, 'برمك - برمكی', 'bermek', '2023-10-04 11:08:26', '2023-10-04 11:08:26');
INSERT INTO `dictionary` VALUES (138344, 'برهوا', 'berhüva', '2023-10-04 11:08:26', '2023-10-04 11:08:26');
INSERT INTO `dictionary` VALUES (138345, 'بزستان - بزازستان', 'bizistan', '2023-10-04 11:08:27', '2023-10-04 11:08:27');
INSERT INTO `dictionary` VALUES (138346, 'بزمگه', 'bizmege', '2023-10-04 11:08:27', '2023-10-04 11:08:27');
INSERT INTO `dictionary` VALUES (138347, 'بزه‌ك', 'bezek', '2023-10-04 11:08:28', '2023-10-04 11:08:28');
INSERT INTO `dictionary` VALUES (138348, 'بزه‌كجی', 'bezekci', '2023-10-04 11:08:29', '2023-10-04 11:08:29');
INSERT INTO `dictionary` VALUES (138349, 'بش بیق', 'beş bıyık', '2023-10-04 11:08:29', '2023-10-04 11:08:29');
INSERT INTO `dictionary` VALUES (138350, 'بصیر', 'besır', '2023-10-04 11:08:30', '2023-10-04 11:08:30');
INSERT INTO `dictionary` VALUES (138351, 'بعید', 'beıd', '2023-10-04 11:08:31', '2023-10-04 11:08:31');
INSERT INTO `dictionary` VALUES (138352, 'بغیض', 'beğız', '2023-10-04 11:08:31', '2023-10-04 11:08:31');
INSERT INTO `dictionary` VALUES (138353, 'بگلر بگی', 'beyler beyi', '2023-10-04 11:08:32', '2023-10-04 11:08:32');
INSERT INTO `dictionary` VALUES (138354, 'بڭ - بن', 'ben', '2023-10-04 11:08:33', '2023-10-04 11:08:33');
INSERT INTO `dictionary` VALUES (138355, 'بڭز - بڭیز', 'beniz', '2023-10-04 11:08:33', '2023-10-04 11:08:33');
INSERT INTO `dictionary` VALUES (138356, 'بڭزه‌تمك', 'benzetmek', '2023-10-04 11:08:34', '2023-10-04 11:08:34');
INSERT INTO `dictionary` VALUES (138357, 'بللو - بللی', 'belli', '2023-10-04 11:08:35', '2023-10-04 11:08:35');
INSERT INTO `dictionary` VALUES (138358, 'بلیرتمك', 'belirtmek', '2023-10-04 11:08:35', '2023-10-04 11:08:35');
INSERT INTO `dictionary` VALUES (138359, 'بنات نعش', 'benat na\'ş', '2023-10-04 11:08:36', '2023-10-04 11:08:36');
INSERT INTO `dictionary` VALUES (138360, 'نهیمیت', 'behimiyet', '2023-10-04 11:08:37', '2023-10-04 11:08:37');
INSERT INTO `dictionary` VALUES (138361, 'بیات - بایات', 'bayat', '2023-10-04 11:08:37', '2023-10-04 11:08:37');
INSERT INTO `dictionary` VALUES (138362, 'بیت المال', 'beytülmal', '2023-10-04 11:08:38', '2023-10-04 11:08:38');
INSERT INTO `dictionary` VALUES (138363, 'بیدق', 'beydek', '2023-10-04 11:08:38', '2023-10-04 11:08:38');
INSERT INTO `dictionary` VALUES (138364, 'بیرام - بایرام', 'bayram', '2023-10-04 11:08:39', '2023-10-04 11:08:39');
INSERT INTO `dictionary` VALUES (138365, 'بیراق - بایراق', 'bayrak', '2023-10-04 11:08:40', '2023-10-04 11:08:40');
INSERT INTO `dictionary` VALUES (138366, 'بالاقتضا', 'bil iktiza', '2023-10-04 11:08:40', '2023-10-04 11:08:40');
INSERT INTO `dictionary` VALUES (138367, 'بریغانتین', 'birikantin', '2023-10-04 11:08:41', '2023-10-04 11:08:41');
INSERT INTO `dictionary` VALUES (138368, 'بطیخ', 'bittıh', '2023-10-04 11:08:42', '2023-10-04 11:08:42');
INSERT INTO `dictionary` VALUES (138369, 'بلور', 'Beleur', '2023-10-04 11:08:42', '2023-10-04 11:08:42');
INSERT INTO `dictionary` VALUES (138370, 'بیت اوتی', 'bit otu', '2023-10-04 11:08:43', '2023-10-04 11:08:43');
INSERT INTO `dictionary` VALUES (138371, 'بیجاق', 'bıçak', '2023-10-04 11:08:44', '2023-10-04 11:08:44');
INSERT INTO `dictionary` VALUES (138372, 'بیچوق - بچق', 'buçuk', '2023-10-04 11:08:44', '2023-10-04 11:08:44');
INSERT INTO `dictionary` VALUES (138373, 'بید', 'Beyd', '2023-10-04 11:08:45', '2023-10-04 11:08:45');
INSERT INTO `dictionary` VALUES (138374, 'بیشه', 'Bische', '2023-10-04 11:08:45', '2023-10-04 11:08:45');
INSERT INTO `dictionary` VALUES (138375, 'بیڭ كوز اوتی', 'bin göz otu', '2023-10-04 11:08:46', '2023-10-04 11:08:46');
INSERT INTO `dictionary` VALUES (138376, 'بیكار - بكار', 'bigar', '2023-10-04 11:08:46', '2023-10-04 11:08:46');
INSERT INTO `dictionary` VALUES (138377, 'بگانه', 'bigane', '2023-10-04 11:08:47', '2023-10-04 11:08:47');
INSERT INTO `dictionary` VALUES (138378, 'بیلك - بیلاك', 'bilek', '2023-10-04 11:08:48', '2023-10-04 11:08:48');
INSERT INTO `dictionary` VALUES (138379, 'بیلكچه', 'bilekçe', '2023-10-04 11:08:48', '2023-10-04 11:08:48');
INSERT INTO `dictionary` VALUES (138380, 'بیلكی', 'bilgi', '2023-10-04 11:08:49', '2023-10-04 11:08:49');
INSERT INTO `dictionary` VALUES (138381, 'بیلكیج', 'bilgiç', '2023-10-04 11:08:50', '2023-10-04 11:08:50');
INSERT INTO `dictionary` VALUES (138382, 'بیله‌گو', 'bilegü', '2023-10-04 11:08:50', '2023-10-04 11:08:50');
INSERT INTO `dictionary` VALUES (138383, 'بینمك', 'binmek', '2023-10-04 11:08:51', '2023-10-04 11:08:51');
INSERT INTO `dictionary` VALUES (138384, 'بینیجی', 'binici', '2023-10-04 11:08:52', '2023-10-04 11:08:52');
INSERT INTO `dictionary` VALUES (138385, 'بروندروق', 'borunduruk', '2023-10-04 11:08:52', '2023-10-04 11:08:52');
INSERT INTO `dictionary` VALUES (138386, 'برونسالق', 'brunsalık', '2023-10-04 11:08:53', '2023-10-04 11:08:53');
INSERT INTO `dictionary` VALUES (138387, 'بعد مجرد', 'ba\'dü mücerred', '2023-10-04 11:08:53', '2023-10-04 11:08:53');
INSERT INTO `dictionary` VALUES (138388, 'بلهوس', 'bülheves', '2023-10-04 11:08:54', '2023-10-04 11:08:54');
INSERT INTO `dictionary` VALUES (138389, 'بنیاد', 'büniyad', '2023-10-04 11:08:55', '2023-10-04 11:08:55');
INSERT INTO `dictionary` VALUES (138390, 'بو - بوی', 'bu', '2023-10-04 11:08:55', '2023-10-04 11:08:55');
INSERT INTO `dictionary` VALUES (138391, 'بو العجب', 'bul aceb', '2023-10-04 11:08:56', '2023-10-04 11:08:56');
INSERT INTO `dictionary` VALUES (138392, 'بو الفضول', 'bil füzul', '2023-10-04 11:08:56', '2023-10-04 11:08:56');
INSERT INTO `dictionary` VALUES (138393, 'بوتین', 'bütün', '2023-10-04 11:08:57', '2023-10-04 11:08:57');
INSERT INTO `dictionary` VALUES (138394, 'بوجرغاد', 'bocirgad', '2023-10-04 11:08:58', '2023-10-04 11:08:58');
INSERT INTO `dictionary` VALUES (138395, 'بود و نبود', 'bud ve nübud', '2023-10-04 11:08:58', '2023-10-04 11:08:58');
INSERT INTO `dictionary` VALUES (138396, 'بورسا', 'bursa', '2023-10-04 11:08:59', '2023-10-04 11:08:59');
INSERT INTO `dictionary` VALUES (138397, 'بورناز', 'burnaz', '2023-10-04 11:08:59', '2023-10-04 11:08:59');
INSERT INTO `dictionary` VALUES (138398, 'بورو - بورندی', 'buruntu', '2023-10-04 11:09:00', '2023-10-04 11:09:00');
INSERT INTO `dictionary` VALUES (138399, 'بوروشیق', 'buruşuk', '2023-10-04 11:09:01', '2023-10-04 11:09:01');
INSERT INTO `dictionary` VALUES (138400, 'بوره‌ك', 'börek', '2023-10-04 11:09:01', '2023-10-04 11:09:01');
INSERT INTO `dictionary` VALUES (138401, 'بوس', 'bevs', '2023-10-04 11:09:02', '2023-10-04 11:09:02');
INSERT INTO `dictionary` VALUES (138402, 'بوق بوجكی', 'bok böceği', '2023-10-04 11:09:03', '2023-10-04 11:09:03');
INSERT INTO `dictionary` VALUES (138403, 'بوقلمون', 'Bukalemûn', '2023-10-04 11:09:03', '2023-10-04 11:09:03');
INSERT INTO `dictionary` VALUES (138404, 'بوكم - بوكوم', 'büğüm', '2023-10-04 11:09:04', '2023-10-04 11:09:04');
INSERT INTO `dictionary` VALUES (138405, 'بوكونمك', 'büğünmek', '2023-10-04 11:09:04', '2023-10-04 11:09:04');
